,GSM2648568,GSM2648569,GSM2648573,GSM2648575,GSM2648576,GSM2648580,GSM2648583,GSM2648585,GSM2648587,GSM2648590
ZNF644,1324.3900985401729,1358.398570871338,1353.8489548454118,1353.5370305016374,1342.1079022662195,1351.9497501056053,1337.3013219858449,1370.4814472223743,1364.1587228157148,1375.877900897434
RN28S1,1844.6538622418732,1850.1206084698172,1855.289265976256,1836.6513817289003,1847.987847115625,1856.4203291368888,1854.7225557689292,1849.5961861255078,1842.4691758310153,1868.779343054161
SET,1404.7608693955444,1400.279674802589,1427.0853437903893,1402.2586989494312,1414.3752052449877,1424.6674863058604,1424.3037777415086,1427.8539906754663,1425.9963913393124,1441.609133013832
TMED5,1421.067855347232,1434.1678563112557,1443.9376314130998,1480.3663233462346,1476.734675062401,1454.5051152801773,1441.5395317173036,1450.3961863089335,1434.0193708529753,1436.2443236299955
DNTTIP2,1338.7390688767914,1335.2162855395295,1321.0509362814166,1346.9544590067633,1407.937822933252,1378.2622075922307,1331.623120713886,1357.1566661345153,1394.1233066842844,1367.0908358132863
RPL7,1688.5998945149925,1699.186596167867,1714.6189437645203,1689.2300788160553,1693.3252216709286,1703.9058026993907,1690.5991287006034,1705.379792929031,1699.412311662748,1721.197816341053
DPYD,1477.9232734588404,1492.3151502785533,1473.0786159332615,1469.4102239491087,1443.9893698784797,1454.4422243833287,1498.6991300613122,1484.6858390061864,1464.02142994123,1495.5747359789946
FRRS1,1393.707930798002,1447.8876346502013,1436.595905199826,1461.1592157934458,1374.0186502616004,1437.2292593546151,1457.0589874002806,1422.108933894214,1376.797172269167,1438.447727484071
RPSA,1514.5989333506852,1518.5730074232542,1533.0419799362667,1503.9087063706427,1503.4755253378598,1503.0855987087148,1499.5847399804063,1497.652940004233,1480.0414025023501,1494.6030485650854
VAV3,1382.1320515831374,1426.8418675579258,1429.2911477683049,1430.9055192226817,1361.9745823275312,1423.5915050923898,1420.014405048098,1423.9541415523338,1392.9251938213506,1419.2945368394817
SORT1,1450.9822489852668,1490.652271469087,1504.1570384600964,1517.8879817370664,1464.5548002836742,1491.8130890453513,1499.8620937845258,1498.0964468894192,1464.6081769939678,1479.0888957142768
DRAM2,1525.04953197016,1534.4094262253625,1545.6976262229675,1560.8952306281992,1514.075352969607,1551.5033861214918,1545.4497225190387,1536.1326376877648,1510.7628763918644,1537.6802781991757
RHOC,1554.2356418165314,1572.2717921269752,1581.6148515169994,1580.8070603797266,1592.9577590954036,1580.3648390012495,1586.422568403823,1592.7372571822475,1585.0622863987192,1559.246264492669
TRIM33,1414.876074163595,1418.2752313828587,1406.6689917638828,1442.7432068956616,1436.523440296546,1440.942556655488,1436.920629751672,1427.9826624261068,1412.4615455726562,1446.2212267953444
CSDE1,1721.0906605137625,1725.8707973436842,1728.0276578276666,1729.0386567156354,1741.2960597031044,1735.9705897381853,1726.6276624634377,1731.7369690841444,1731.565776611042,1738.8332586165927
CD58,1485.3580653244896,1408.8243768795924,1406.2007205283478,1382.1370978041157,1481.1356440791199,1431.3516948861134,1338.6030999149816,1418.3528138542435,1511.824218380034,1387.0564118788566
NOTCH2,1530.5089224986464,1542.4208555431883,1518.4119268611396,1553.2968445865433,1530.0081844098338,1557.7459912303966,1559.9023271832002,1583.645366035934,1593.2712743020609,1582.009752880769
RNA,1392.6620495633574,1400.3550732646836,1394.1324671072746,1399.9608110017923,1392.661276346395,1392.5179332756618,1390.4199303253797,1393.2563470857233,1404.2074232806422,1394.0785641616283
NBPF11,1355.536961910604,1369.5102478623778,1351.5013002826963,1365.013308113163,1368.8524751658467,1378.4727553773316,1367.08527604009,1396.8837953750533,1404.3565035341353,1403.9938815049686
NBPF11,1355.540110505944,1368.8374194042688,1351.8156718490086,1363.624703749578,1370.095004388236,1379.5856508128657,1368.33707536294,1397.078171849425,1405.3303121624554,1406.7898778241465
NBPF11,1426.3520197002804,1433.4892701524047,1417.9020245601712,1428.2072832555257,1448.4634126288727,1455.1039459936467,1441.4283155879289,1463.1059438056996,1475.8097116371487,1473.2190825899722
NBPF16,1391.4888555606208,1408.4323048767008,1384.5698755605556,1400.077350665008,1406.6748882154216,1414.4285748602658,1407.2039545905047,1433.1979748722756,1446.2849829018205,1437.1051565642897
CTSS,1478.6351297965566,1492.5399747837082,1491.8409572798655,1480.5541578622408,1554.4120539574296,1488.2515502129606,1466.1210423863592,1480.9913171447138,1482.1599833524463,1484.5782453159522
ARNT,1454.4443349046605,1466.4109804651328,1481.6663270130175,1469.6762085922126,1420.1121827132108,1461.1797535065618,1463.5864130675257,1451.1764299032423,1429.481313228302,1443.2911102415703
LASS2,1650.4704049488112,1663.169436265877,1658.839898170274,1663.12930742035,1626.8915465137895,1646.8664936447494,1662.4326141575098,1661.6519304374644,1654.2109052619576,1661.3801917112771
MRPL9,1421.637340417405,1400.3715238382315,1413.7409827917754,1385.1972922546704,1395.4408357253753,1397.8636595077721,1403.1740861989683,1380.2646068162771,1383.344394044125,1413.3549264502342
S100A10,1501.088721433526,1447.649101333757,1494.8053058907826,1428.4197967590367,1497.0381430261239,1474.489381350448,1457.251212809076,1472.2909166439656,1471.1348831377113,1477.5314587043772
S100A11,1710.6770236656694,1698.0144928025795,1694.9296444458187,1683.161789999677,1715.171510539949,1686.234827878412,1702.57477166857,1689.131562289654,1697.3429683275667,1685.6012112202407
ILF2,1602.8020404572308,1584.521985895642,1576.7582489659958,1577.7564633132013,1597.7737317694011,1581.9357442290486,1592.9664705346793,1573.4720846448768,1585.4767021492542,1583.7834245546085
GATAD2B,1500.6479180859399,1516.4330619808989,1521.1996468481268,1525.47402828497,1453.2283715642677,1520.7470031758253,1515.7097057010894,1512.5008387190874,1498.1908975835474,1517.9399693847736
JTB,1478.075227407853,1443.2252679305018,1445.027525867737,1467.874642504386,1445.7293519897264,1458.3482959549758,1476.90076870389,1448.5810933158575,1457.5644769436165,1453.0244072665307
RAB13,1461.6025979621968,1442.1354174329533,1457.6790645120211,1451.914192863297,1505.0955562259066,1441.1298621526232,1482.832295603869,1486.7199477450333,1470.3183610153696,1453.989251811328
UBE2Q1,1529.7012393462371,1525.0723548558024,1523.1986994910549,1521.9833226079484,1519.0664268544822,1509.7260570998553,1532.5994539410524,1530.052213045801,1523.6179709109429,1525.5451341158905
ADAR,1469.8231697083254,1474.5718358260183,1475.1995286345598,1462.4000204429765,1609.3083516922932,1467.5891562114555,1487.087342331423,1478.2974234717317,1476.9038786352614,1496.0619482597715
KRTCAP2,1472.6377401512962,1443.192366783406,1456.7959213923714,1452.490035905068,1437.4554750883071,1429.0739506654747,1475.1597557156556,1436.5365961468706,1435.6975494863307,1457.2341403442556
GBA,1487.1609783952058,1512.9167518850359,1521.6446414432992,1491.8530209747064,1457.2157156734002,1475.1852827960092,1489.1194395101197,1478.9065610146572,1470.51531107503,1484.2059932362574
SCAMP3,1412.2107197606454,1404.2058783560205,1403.6252287329041,1391.4122839412141,1399.856970988706,1386.6376344203402,1411.5084307088923,1405.5814581789793,1407.2232210691907,1380.0369967437298
CLK2,1394.0515383763998,1388.6148472760015,1362.2546973660958,1311.413152257679,1332.0260708937399,1332.0456015691457,1373.8954103621286,1365.5909625041518,1369.5701992466313,1376.3664817520337
YY1AP1,1443.9389781053615,1419.8599699679726,1435.1883530649422,1412.6087920978357,1435.4879992778879,1416.7760459448014,1422.6286706077183,1418.9427875194137,1440.0427601775864,1444.0739344679873
GEF,1375.6719553183614,1374.4824337172295,1374.426737218905,1360.9651315295123,1391.8933127679763,1358.6283531928782,1383.5464989223024,1391.8957117651216,1413.2507135200449,1397.1523809667547
ISG20L2,1503.6637248397653,1478.1361267613959,1477.4888546749537,1490.2557420612225,1450.0420810261605,1495.5181831857653,1492.5946002934172,1492.5936762769259,1522.9806186345422,1483.2479915605725
HDGF,1609.559199847554,1584.0983836267837,1575.8449831352882,1571.4756609933122,1596.1385346347429,1576.8361128106926,1558.2958719811224,1574.558950283265,1606.7281606701017,1558.062448136287
TAGLN2,1554.1754078187244,1566.9418062974569,1567.6639286548123,1531.2530245256016,1555.621217437274,1564.085667071393,1560.717912131947,1569.0945074262816,1566.4422995083332,1559.4871334854129
PIGM,1364.8911648745461,1370.8435668484349,1367.622701398013,1407.5317759462207,1255.6354790862124,1391.3653892312452,1388.3205542536048,1394.039328376854,1359.239621533949,1403.3424403655026
COPA,1585.538155313113,1594.8063361253353,1600.963216515092,1601.4825676890316,1595.7800597148346,1599.891095279255,1606.3069139050945,1595.3586018894428,1584.5562341620919,1598.1315525087264
USF1,1487.4114970679022,1449.813722636434,1449.3200121934763,1457.8193261511735,1503.7016402873403,1454.1838248288868,1486.1426917510564,1456.0221532784228,1447.2519529864028,1467.045446077093
TMCO1,1446.0499059375898,1468.2836040873347,1464.9400070910942,1498.36004734672,1484.9161757344596,1488.9761627201265,1481.5924417171373,1486.9129553709938,1488.3201435518217,1494.4087110823036
CREG1,1547.6194847392558,1558.982470462533,1569.539752025231,1543.4883181083758,1549.9449049554967,1528.5933261543628,1546.898278278177,1528.2152184781476,1514.9425943246554,1536.3910816584682
SNORD76,1408.9621907425667,1337.7236271244549,1361.1427585638205,1344.3423252849007,1367.014601826471,1361.1978564871563,1374.5407385202282,1411.0828599430615,1458.0677937627484,1422.5038424530267
SNORD74,1474.574810762582,1425.1227826221707,1436.5315521352932,1424.7755329375423,1447.691312801378,1450.8177946540898,1485.861218831034,1501.5541579757767,1520.0455156621047,1496.5833748861087
RC3H1,1367.6672676961903,1397.9560312889485,1400.6266497685122,1416.8782569361103,1427.1024436514203,1408.6262060293,1402.0646709824907,1423.094504750183,1400.2150814462777,1404.7602828455167
GLUL,1483.8453706068422,1473.4477133002454,1472.0653974704076,1438.6560923539482,1423.9037443660857,1402.8170012312853,1474.4196878917926,1441.0236812383512,1405.5505132708258,1439.4358377838491
RGS16,1270.2412403618316,1295.7560205939646,1262.4406296905631,1332.2930838468128,1510.76221745984,1378.4426771223173,1325.2626565445662,1370.8921017456948,1389.136640590385,1355.305088626862
NCF2,1351.3126421280558,1363.9513248843177,1364.1087502317046,1382.752701436866,1552.8513093061372,1361.9284846453252,1388.3191812149705,1327.894382996592,1277.9089576263461,1363.3843273300606
ARPC5,1529.2837082250767,1554.3982439671856,1534.2619497341084,1536.0626849792513,1558.7647667349304,1546.4557080527065,1557.7658790683004,1528.8339379599504,1529.8807092663915,1542.059714430879
ZNF281,1330.766004103469,1359.0365789487707,1358.55261617709,1368.5583075626946,1285.8185158426052,1369.9906874632618,1348.3213300643704,1353.881148771671,1345.8416834129314,1339.467952353965
CSRP1,1486.8255845437818,1482.565443689167,1496.7085135439813,1483.0494777099157,1388.0548736255748,1492.154887397788,1490.3455630105088,1473.8582480746386,1472.687232566284,1479.506310730111
ARL8A,1561.122851883937,1586.0793068581763,1570.5392783466953,1594.736977771142,1557.9168356743783,1584.942202537082,1570.4760977055928,1576.9804431224443,1573.6172995984582,1559.925077108583
RPS27,1646.8768993978392,1628.1694701615984,1647.35629918655,1607.1422821567246,1604.8398239406683,1611.322199378149,1637.5696305684319,1609.4591093718536,1607.271141042915,1614.1493405261806
ADIPOR1,1607.7165870964652,1607.4417474912486,1620.0172004733015,1589.517371913945,1583.8924798708024,1579.6224529797569,1601.0330725109236,1596.5563442491273,1597.950205927741,1591.9688645864264
NUCKS1,1564.3084089952179,1571.7974672563444,1564.5092592785754,1537.734000855249,1527.7801249076351,1565.738603903777,1563.9569102701532,1552.4588926865724,1556.2200443284635,1602.3741313581886
FAIM3,1320.309382084214,1320.670140056028,1335.7821742814153,1388.5481503358337,1372.7814981630097,1364.7555671779999,1428.0521732130228,1404.9860091201647,1382.6140375728849,1387.9747249136917
EPRS,1448.9917891486523,1442.3245990287544,1441.0732354343288,1498.4464238029855,1466.8449035220108,1506.7551458204753,1500.203980404455,1487.4714455227097,1481.8112176217978,1497.9410001179367
DUSP10,1402.3898402091506,1376.952761511672,1372.2606404510198,1303.3529949387173,1345.4436492709342,1343.890691832511,1313.483632709025,1367.4033178004058,1391.6833142784926,1341.4699021413824
WDR26,1403.0031318231834,1442.0655024953749,1445.4533514649636,1444.976655264817,1412.5552556516075,1444.7652294291404,1423.890493112598,1435.6619020121977,1419.484729991793,1437.667640405299
LBR,1379.1258275107812,1411.1247154140397,1386.7619873970814,1420.5924445555338,1334.1501726691654,1391.317537461904,1416.9868548595673,1386.0315651721064,1360.3913690703373,1400.675089985631
TMEM63A,1492.5573970168944,1507.7320794551906,1512.3285084415993,1483.1111751786768,1472.3585235401372,1459.0113847587033,1481.3562790720455,1480.5464414111168,1464.8502614423005,1457.982750225112
PYCR2,1409.5686375841212,1378.0439828903493,1371.7951076437628,1397.1145011096094,1357.2194125149492,1379.6143618744702,1419.701352239488,1397.8392515659789,1389.6426928270123,1391.144341886387
ACBD3,1422.1671258072054,1439.522518001096,1444.2484430226507,1460.8836337663124,1412.3153532052074,1458.267631543801,1444.705758807894,1437.4988965798511,1434.8947044514655,1441.6460845070367
PGBD5,1407.4796130238228,1442.223153825209,1431.0629108641601,1434.9912627095337,1165.1872932944852,1385.1610655378136,1451.3718613771991,1414.722627868091,1375.4280958127783,1427.5949370723815
IRF2BP2,1399.9051877996212,1390.2393414138562,1436.2809859478577,1374.3549904110375,1318.8295060921662,1366.1823702204117,1411.0635661913939,1395.428709514088,1373.6213525571443,1386.3926535749893
LYST,1381.4503122443243,1422.1342617609696,1401.5536077406096,1444.9711710453714,1391.3211316458153,1459.0154863389323,1388.5292561260114,1422.1157781362692,1421.6101493856274,1408.4349035586802
NID1,1397.201502670795,1360.7871941504925,1338.7487136349548,1326.2383684735619,1367.963043739567,1374.1319163013852,1254.3898348409418,1306.4461710132505,1368.9109636302683,1266.1401775215315
CEP170,1432.824436555517,1482.6614053681965,1481.640311944377,1448.0313654959264,1456.0603234315422,1492.565045420712,1441.275908299527,1495.6489459304298,1467.7101404336179,1507.7044057669898
TFB2M,1379.365394547513,1360.143565460431,1371.1912842084673,1424.942801630628,1395.5869831927225,1424.1876014190393,1394.0653478993252,1402.8314417211438,1438.8419118971576,1395.6182097118362
ATP5C1,1475.3208909626887,1483.5552198642988,1468.7231457571288,1498.1571312272386,1490.1761058092663,1493.1761808748688,1482.0537826982468,1494.9001858495753,1476.9640578201577,1479.2024873415367
VIM,1676.9897914377375,1661.883549766883,1672.0623991105174,1652.1019131704336,1760.095311752905,1656.8018881533803,1654.6419929467506,1653.7139785016814,1687.4448601208883,1646.7870890429488
PLXDC2,1595.6136604007909,1636.0451822476537,1632.0977768216258,1654.158495462473,1513.7803005355283,1649.8114282493443,1653.5504272325181,1661.6683566183974,1622.6729092501014,1654.5017396798585
A4,1378.483787852341,1411.8471697690181,1422.8298262464025,1450.565074879719,1311.9773958730902,1439.2704791153672,1471.3605578146737,1431.637487683658,1390.6944608539482,1457.5461751757641
WAC,1468.656820478067,1487.474569012085,1490.2334998806894,1511.749769122759,1536.561381695694,1527.0388272474806,1494.4605597973691,1499.463926452076,1503.7574721864464,1508.5159700436773
CKS1B,1532.139347302916,1522.7377442931302,1528.5153579927598,1502.6692727759732,1485.503523103232,1494.0375127230095,1523.361650009789,1501.9921894673187,1511.052830646364,1546.1845959316142
CCNY,1349.9068627565155,1343.431839057462,1353.317152073827,1385.3577056734496,1356.9548304490631,1356.4705118342745,1362.836270682527,1357.5948345108982,1354.367842974851,1361.4053695828597
ALOX5,1398.2035773615803,1403.7370370099054,1415.787957929568,1317.8336650679407,1165.5949895783965,1296.907500464581,1382.0924510086268,1357.912133572584,1295.1236237785306,1365.4478629394864
RHEB,1373.8402942032374,1356.6090226455528,1364.3862899376782,1384.9669550379622,1412.4394406774836,1395.1716556839804,1386.4683251359957,1381.852470973116,1380.4407483728828,1397.0333150442057
NCOA4,1390.2458448786085,1374.5783953962589,1374.8484551737145,1389.5215992873993,1442.198374028631,1404.4384926152452,1373.0866906065526,1376.2278728520378,1388.869937384595,1383.7732032789015
FAM21A,1375.6130902750501,1368.5402123755036,1369.1816886166691,1373.9244791845708,1362.0475181862355,1380.5167095249033,1366.4065830431784,1354.475776521439,1360.8767689048752,1357.0101947521991
REEP3,1315.4380944070408,1335.2458965719159,1345.9075128392592,1418.0450246231273,1345.728223207354,1416.1102227542544,1376.8460703871413,1380.6150320095107,1346.9696328171112,1384.5998218676357
CCAR1,1437.9402195056055,1425.5011458137722,1410.3097321594619,1459.7031555306817,1451.1823070214068,1465.5424676770642,1437.4561148190312,1446.1212727211685,1445.328954487219,1454.0782091097842
SRGN,1635.124425053041,1634.1821547933544,1643.5580991649867,1651.1325773834521,1738.1097691649973,1643.9324965874325,1640.7056508090689,1634.7335264338128,1643.2227331834088,1629.8112993498091
TSPAN15,1418.40934571676,1390.5231138075576,1382.37776372403,1363.8067798351665,1286.0500079158844,1362.9730204103719,1380.7660956879372,1351.9670880384747,1331.927024927055,1352.0131211544433
ADK,1317.8047429390488,1350.3158557348052,1343.9911607303266,1379.7459781259042,1326.2764089283512,1392.4181281567503,1367.3409358337885,1384.7763311791573,1345.8864074889793,1382.786461552946
ZMIZ1,1442.1168996717067,1441.8557576826395,1430.7192381152731,1426.1054561530614,1419.3442191347917,1431.7632201024471,1444.5629627899316,1454.0838639283509,1431.3413971250936,1463.2394422769785
PPIF,1570.76029153302,1528.3583569219948,1504.6814474753303,1517.9291133829074,1589.1386224486896,1539.1439576973798,1513.8561035448458,1535.4646396631636,1582.1559053099818,1532.4427461808232
EIF5AL1,1533.3152792146436,1523.9674246658353,1527.2324043445246,1500.1533871053782,1562.0144797588673,1504.4965423075735,1503.400414344999,1508.9226689725558,1547.5898021308485,1510.6933709951272
EIF5AL1,1536.1750251559695,1525.315000815634,1529.2451491288425,1506.2065943182815,1565.1828465509789,1505.7420555038527,1508.970832084169,1516.7456376418093,1550.7478416291517,1511.0519373365978
TSPAN14,1337.5393171568403,1340.8811776288605,1341.61256192807,1399.6029656829774,1288.7025844482357,1371.7967499575375,1376.1801466495278,1357.7914011427276,1325.2549313434376,1336.7427113014057
GHITM,1312.9052547992662,1310.0689791974246,1299.7332305872123,1391.5274525495684,1409.8529062553766,1369.4738883543773,1345.0340009662386,1327.1149607113298,1350.201391816912,1328.9811185823874
PI4K2A,1389.3491796839849,1412.968550532533,1406.7114374021917,1443.1339575311492,1343.4849974585438,1436.2325753589098,1423.9893518942642,1413.071796684343,1393.2342959983175,1417.853428604487
SFXN3,1362.1503810788884,1366.8941954039235,1390.0631626861907,1372.7083535225447,1233.0453547583827,1352.2833452975833,1367.3929739980265,1363.3010159972764,1336.9000139334782,1344.72272840248
LARP4B,1366.365255075417,1368.331427179558,1356.5448005636724,1389.8465392895416,1403.1232290089465,1376.5887628587004,1363.1089561552897,1378.631570661873,1374.8741737699838,1372.819138404354
PITRM1,1362.1462742154015,1372.82366755115,1361.4849251771548,1383.8755953683199,1369.5604631326653,1363.9965013969083,1356.1604195389186,1354.3702383089453,1353.69889662638,1347.4754777888697
GDI2,1607.7891416847322,1584.4136862864518,1574.1567421019113,1630.0457536157392,1633.3041113310705,1617.1669512048172,1607.9957514252274,1593.715983796161,1599.886881514401,1595.7598140744944
SFMBT2,1371.1256574384458,1427.3806238416194,1415.2430107022492,1438.3887366559832,1360.1550463590588,1415.860026360271,1435.8757473510043,1421.8570657865776,1369.5086523529876,1433.463381622864
RSU1,1508.891762058494,1519.4215828421,1516.6305792663115,1507.6900756782727,1514.7468040695887,1521.5030611314155,1494.2518579249622,1495.07266074937,1495.8890437612674,1501.158517174416
KIF5B,1546.195772063823,1541.2789115627381,1535.154677352731,1558.0352101874028,1586.0998581276215,1547.9951678320815,1554.9484037908105,1556.861109176567,1553.9742665648369,1556.6938743138796
NRP1,1406.863583500799,1414.4874868234556,1422.6559360507506,1421.2368403403727,1468.3946181757678,1389.9093282498648,1426.0887279660392,1428.0853260569368,1407.968622336655,1438.0700011090867
NAMPT,1364.9044437331531,1325.2784940592455,1340.3268698515567,1277.0722040397154,1658.5517756901424,1302.8119986432553,1259.472549257225,1295.1219618781674,1370.345690106544,1261.8928086636906
HNRNPF,1354.9656971995867,1346.0695514377544,1347.0278038477825,1399.438439099614,1409.0353076880474,1380.8680782312083,1378.098281621581,1374.7782623847168,1392.2331331950443,1367.0532000331702
CCDC6,1404.1133539191217,1421.1294058934188,1411.3037816243698,1453.438805869129,1450.421237191448,1447.9111414649678,1432.2879973996978,1415.6904036947162,1415.6236881972022,1417.806897094525
JMJD1C,1344.5145509983138,1391.115334455282,1375.7261214368082,1397.6793757124897,1388.2823673247474,1378.0967771896512,1370.2331044129817,1385.5771074996321,1336.1223347395699,1384.8598508938928
PSAP,1667.286641972865,1664.5238668213203,1664.322231582797,1668.8520904116654,1687.2270117834137,1671.0685513840895,1678.5287460668733,1673.7593946333607,1680.2192548071002,1680.8632086470668
ANXA11,1580.3498177747572,1604.719177569072,1606.0183551162497,1633.6804200532038,1591.8133968510813,1620.4974343509605,1630.4188453612353,1611.5397589566771,1592.2769500425259,1615.743729029285
EIF5AL1,1534.2187891817448,1524.628189370009,1527.2337735586636,1503.6372375080934,1567.1889273527727,1509.4608215783646,1508.3282500033379,1508.924037820967,1546.5216215989406,1510.25132165049
GLUD1,1527.1714114383528,1520.5882026828715,1516.180107814583,1547.6823749292753,1511.3219898347734,1549.519588483949,1554.4541098824789,1530.736637251335,1525.089625523405,1532.032174034101
LIPA,1697.4803023280042,1702.5000158566393,1702.7533340360178,1707.0620183429003,1707.2657598062815,1709.7737968140245,1694.6495926716539,1697.5390292304335,1679.1743253239024,1694.35050366689
SRP9,1532.8991170479785,1535.8543349353195,1535.124554641673,1548.5872711377729,1534.0768747507918,1539.0017695827664,1551.070942687676,1556.2601847241083,1553.9510155161272,1555.5415351554127
TM9SF3,1484.4614001298662,1490.7975848687602,1470.6496300506901,1520.9330945841466,1527.4699062269453,1520.9712228950236,1500.3865945428108,1485.9205402729694,1498.8993707148254,1494.968457775668
LDB1,1423.801657474962,1403.3298853145948,1400.7170179016855,1373.4775152997677,1269.2674530405056,1383.840356703998,1394.2699306558288,1376.1361600084963,1377.8858684322893,1380.9539412047427
NT5C2,1325.395048035399,1336.1752168892592,1329.469001729352,1386.1131569020588,1480.3745742491612,1384.5827427254908,1363.609566041339,1371.1426010049202,1359.0749494007327,1380.6733835711493
EIF3A,1504.815015570572,1514.8688866127195,1525.783775785471,1557.6444595519151,1551.3539871406745,1547.0818826343705,1528.9911084102318,1540.2884614637674,1532.5874048779733,1546.43230779347
PRDX3,1524.3226171329918,1524.9147035259682,1524.1995950266578,1537.162270978062,1523.8713695309439,1535.0902292374803,1514.9655187613237,1515.6313950351998,1510.0092688719142,1526.99445379382
RPL21,1483.2334479473054,1483.326282715757,1492.90757509414,1475.2714834814217,1495.8868870333417,1484.964817255929,1459.765246548396,1472.1677202869696,1465.08824276439,1471.471413818758
TALDO1,1548.362827030371,1496.4648074560102,1493.5004448163234,1504.0334723630267,1526.4909939456577,1519.6272717732427,1518.05622872703,1508.807685706026,1517.2895825356077,1520.1064217456442
RPLP2,1753.359655884244,1746.4422395653287,1754.1166640320157,1725.9578964421603,1754.1666880775003,1754.739420867191,1739.907692133946,1733.8504710308334,1742.8603154490625,1754.3802572391392
CD81,1759.8553449659057,1757.0418924546898,1752.7940031737496,1739.8247453099525,1744.158344063602,1752.7159746207658,1765.5299660877665,1756.4282567229886,1751.1417919160294,1754.5800690172105
RRM1,1370.146854974086,1383.6591119946975,1377.670405514176,1349.449778854438,1302.481119494784,1348.6045012706365,1379.96012200963,1372.1952454330315,1376.3006939937732,1386.2900105383087
ILK,1457.5299583377619,1454.278682473559,1465.2289112744218,1422.983564233745,1389.3357320894006,1403.1232525550688,1426.7697551286294,1437.115619024752,1440.7717489400793,1406.0946423223638
SNORA3,1658.2748145282749,1660.105516942581,1688.5066609198082,1670.2409689862227,1686.7458281409215,1615.8462423710016,1576.0808414106193,1646.7451712409345,1566.0716504377224,1603.4990990402077
IPO7,1486.5791727345722,1494.1151172009193,1507.4554753209275,1489.434480199268,1509.1297778245655,1524.2046353090752,1495.85831312704,1519.6831863319612,1522.574409136493,1525.85169465211
SNORA23,1502.2988772076437,1457.2137389707293,1499.9056285585268,1481.2122641956935,1454.60574250653,1442.8115100466118,1440.901068752375,1496.9753600407544,1421.2818992861937,1464.791404991588
SWAP70,1437.3255589370774,1441.222410601045,1443.867801492011,1404.045183433783,1360.0279256374608,1407.3957319605279,1407.3742113811522,1415.3536669855935,1427.9166544210004,1419.1152536687464
AMPD3,1429.726492531955,1318.5658375230262,1307.412878849989,1233.378330874014,1478.1809834892615,1364.8146299333011,1222.5887497291135,1345.2312587772915,1456.319861983263,1312.072525863928
LDHA,1649.020682137962,1649.3070862895163,1650.2261720218767,1632.8468186974972,1635.650743306777,1627.8392629613018,1640.28000883245,1635.5616797225089,1648.663478581525,1635.2623288844575
RPS25,1514.1991986379678,1523.4588277669793,1541.4818158890118,1518.2170349037929,1525.199105484296,1515.6801843993032,1504.2434600664312,1524.7492943013237,1518.1895348915555,1536.9768312544584
RCN1,1280.979045634485,1252.3589963102752,1246.0081431228673,1311.1740402898579,1444.5243247589583,1341.2640398537053,1275.510052416906,1291.108772106598,1368.763251085523,1303.4550270763764
EIF3M,1527.9325501379112,1523.3039181994036,1527.5801847358287,1555.1313159910428,1587.6647390279902,1580.7134733207351,1549.7116344397643,1535.3140663379463,1578.9226418305582,1544.9706709511393
HIPK3,1372.0154778605915,1390.2749843232102,1382.9692642320742,1413.2339931146157,1442.9635801076656,1407.4449509232786,1394.1806831446024,1390.5761418968523,1377.1842338447493,1391.87379173373
CAPRIN1,1617.8112575470814,1625.1562734400752,1623.0472713628901,1634.9321931416255,1619.2215619774465,1638.0617680859793,1630.7346442471137,1626.8763365542827,1625.4753444740181,1634.118201168925
CAT,1393.2698653594073,1428.109932602243,1433.0099333698065,1447.8078835535248,1344.8350691569055,1434.697217159764,1448.9965045399388,1424.5591725500256,1390.3156055308516,1412.695273867834
API5,1412.0313867217205,1398.2905262844224,1420.6281299109041,1402.9826159162292,1381.305893883457,1412.2314950508028,1403.1219107308666,1439.1086623112672,1420.2424406379864,1408.7524126854787
CD82,1424.7612945763833,1358.658901197734,1347.2895975911576,1404.730710864463,1539.3436985740582,1429.196998072352,1380.1853003456476,1408.6285147420165,1477.541230911662,1385.8575412104276
MADD,1369.0078848337396,1368.8520878323488,1367.258901201283,1358.990675423668,1346.8065433414315,1338.596098633925,1360.6045336864097,1355.8093086435013,1354.169114893819,1356.2687014552187
PTPRJ,1535.9436718462116,1526.8956267573608,1523.4547425350463,1522.9320925720092,1576.6333627426616,1537.5839900168587,1530.692303278073,1548.7109857370683,1579.2221700462917,1511.021828712505
ZDHHC5,1381.4420985173508,1378.3880740537259,1376.725647758272,1373.6310734442395,1393.090067500593,1378.3114265549816,1384.6696445251223,1378.0019003927819,1384.9186268126598,1403.2767488220275
TMX2,1420.5818765012907,1390.115962112247,1392.5797782736577,1385.309718753302,1399.4819510724944,1398.675772393162,1385.0499762268107,1406.65874187849,1406.9578855721486,1381.428836321118
MS4A7,1437.8033240560444,1414.9892293166663,1414.8719536705826,1388.4754844281817,1493.792566251263,1402.9277438974746,1321.3566362378394,1344.1085293105332,1371.3263372786028,1322.161652082714
TMEM109,1542.9787289991432,1554.2268838260618,1546.7204291847943,1524.5417109792454,1499.926623630769,1528.7902020053666,1525.4349383475133,1530.9310137257064,1530.1898114433584,1512.668223020861
TMEM138,1560.8011475774692,1485.8432204685853,1471.806615998138,1430.4448447892648,1516.131068760311,1476.687828353321,1447.8500172803365,1504.3123875240788,1530.6042271938938,1499.8132091069895
FADS2,1364.4487187815655,1348.6664115604028,1353.2495128953608,1328.8485827186187,1262.3465432118014,1317.0215131894367,1367.1601066456572,1345.6404075673595,1380.4202327416683,1356.820236705649
