,GSM2648567,GSM2648570,GSM2648571,GSM2648572,GSM2648574,GSM2648577,GSM2648578,GSM2648579,GSM2648581,GSM2648582,GSM2648584,GSM2648586,GSM2648588,GSM2648589
RNF26,1508.2941610365888,1499.3996059883289,1469.8328972156753,1502.4541160844528,1509.2307020038172,1465.690856470348,1485.1612642714167,1465.2038695072772,1474.9132642970087,1483.1765898656395,1429.2268685652325,1501.4175054429102,1486.4540856386907,1484.6393245724446
EI24,1559.5651633387204,1540.6466219069919,1579.6100953595335,1540.5104062836735,1543.4101233909387,1539.0761319484686,1536.9412892390228,1548.471867616155,1537.4517840726137,1539.2974192690233,1541.3617244259713,1526.5359200284918,1517.2891897586112,1556.6228985873893
A4,1725.645002855144,1723.9368765996908,1700.7354971830916,1714.033387957485,1729.266044134751,1715.7140857278196,1713.4090225662708,1712.0846734451527,1723.6987632206285,1717.965504342297,1727.239171316349,1719.4131902765423,1719.1533586941264,1717.5065148530775
RNA,1444.0752161023993,1466.087920645713,1449.016924377382,1484.2939695389812,1493.5268289497983,1409.1166659122823,1428.422386968063,1437.4083491487122,1416.198036307044,1419.8166072455,1432.1642448567359,1478.1307564285853,1448.7700871879506,1420.7781178778346
CTSD,1789.9626196637519,1766.33530953258,1770.758450981759,1782.4209867486102,1780.6216195533452,1770.4621127712512,1773.0380620179772,1765.0237195252084,1757.6267254797085,1764.6714787424687,1735.9205972645389,1775.509150727406,1768.4514149452473,1777.4399269415428
NUP98,1424.3833249423615,1421.483860114823,1438.4695452829792,1429.1284481708078,1421.1682666515308,1420.4328698903987,1415.3675327313822,1428.1413586388944,1424.2430500001683,1421.5380716056934,1436.4870721672291,1423.613628491881,1414.70520023308,1428.168555517122
TBP,1569.0705539077244,1576.4418630924217,1555.9242733247847,1584.5789737608125,1576.3395466695224,1572.3308836992464,1569.0291848568281,1574.7151670643254,1567.0966225218704,1572.212581718677,1562.8905601212603,1600.4071436674894,1593.518096515927,1578.7531687193973
TPP1,1636.9074675706004,1624.5001746659907,1612.5395649965815,1620.704703639936,1619.863081249992,1598.9324997134638,1599.9135285318355,1597.209423734186,1594.3890858681855,1591.0491121068771,1585.8020951949852,1597.4500961736069,1613.361520342711,1608.894990649937
MRPL17,1344.168161677926,1369.1210835082843,1368.8483703718155,1368.5073469399433,1359.4802425427945,1353.4103469302815,1356.4004468482153,1359.5141153013506,1361.0752289499248,1369.662247819521,1399.9452856087628,1386.339989867784,1379.291371720658,1379.3112232375547
TMEM9B,1453.0351704767,1443.3005427803355,1447.128290287143,1441.4366265635924,1436.6718107002293,1453.380301677981,1447.7269780505678,1440.4882607005043,1452.5984485003066,1446.8580569098986,1407.8094743123845,1441.3833953092083,1424.0353793394763,1461.0027841996266
DENND5A,1277.3805959906388,1282.5557451606078,1370.4841844137954,1322.8961124192288,1278.725562323614,1278.4600616129185,1257.1532611651676,1333.024559208309,1261.1759712284756,1277.6113744063418,1446.5236810883137,1281.7057162342269,1322.631576589246,1294.785521103038
EIF4G2,1660.695611961716,1664.918882268831,1667.4794113755902,1664.4279899242683,1669.2510416437312,1662.6337816846628,1665.6708579779947,1659.5967117560897,1663.130562266745,1662.7777031658322,1679.2478084122672,1663.1221086620485,1656.4399141480897,1668.256539922182
COPB1,1409.8936342725112,1423.5169805263877,1395.9602457091908,1397.570843279054,1383.610694503466,1405.7388780501362,1399.4825574863526,1395.313044757865,1393.1709584432099,1398.5533850214968,1363.662841172521,1370.8289566333767,1385.390397116538,1417.7491602818736
RPL36A,1470.6631749301457,1483.89449577892,1470.9767371096912,1479.0558346179507,1485.464272543908,1489.799766116423,1497.962308234446,1488.6357275698954,1494.0774802603619,1482.1589889047011,1476.6582726165545,1496.3580961155515,1475.1142029516332,1468.5956995824558
RPS13,1638.6068165189233,1644.1632557103642,1661.6030534971328,1659.095313724255,1660.8289907214448,1635.723479840747,1658.8261680175904,1640.6770603961193,1640.2126433404028,1641.1407240205192,1652.0010636455556,1635.612772775651,1638.218236116614,1624.165643173025
PHF21A,1390.5978010528486,1393.5609706913444,1418.122314480107,1396.589806239175,1383.258060569444,1341.2804962762737,1341.336807107007,1384.754126747561,1348.906736393059,1347.5256075053185,1338.1811362392377,1349.6398975373424,1354.9122689941644,1346.4972423294041
ARHGAP1,1491.7529176444489,1471.3658190878557,1432.8583068064802,1454.8217534387027,1465.7428424516922,1441.7362897391229,1449.925302517516,1425.4961779654302,1438.8212261021595,1441.3526447405325,1346.3617636065808,1427.076342099959,1422.998997411114,1439.956043614141
ACP2,1414.9724949196755,1410.3763140548729,1434.587049298631,1434.0062301009327,1416.0708539476705,1384.998195200686,1390.169357928984,1418.3960278836435,1393.9186971650267,1397.7581285064468,1432.121594428147,1377.4688473861365,1393.840474109166,1405.3515027685046
SFFV,1520.9872013263978,1513.584899311038,1540.8985628890553,1543.49599247068,1525.2213474010678,1509.588440013218,1503.7112473897857,1516.6138621532127,1490.663534490315,1499.6791856101859,1525.8947528713672,1539.8014109699145,1535.0461409730037,1514.9890966179732
CELF1,1429.5978594168512,1416.8576554881038,1435.8374835913723,1416.781905201044,1417.4882502661328,1430.7683817192951,1421.3866570167381,1450.2295030775892,1430.3764178004726,1432.4111242325555,1495.9238839560956,1446.8248024076167,1461.8057429509136,1444.4871671723267
SLC43A3,1665.8635513843967,1661.8205984362576,1713.43116339027,1687.7413212560323,1669.1508771410713,1671.880697910595,1661.2646570445527,1688.8981180725,1664.958974469728,1668.9596972073505,1743.9141130742032,1654.448835529434,1671.3344771793854,1674.016210870238
LPXN,1548.5372109297273,1564.4991631933779,1619.8986782932077,1593.108241321214,1574.5736327664624,1553.4928528886032,1542.7693735334578,1572.6518988831692,1543.8266660221177,1552.857702315522,1581.5315490550197,1551.1294312020555,1561.4560587638841,1553.5036468625512
SLC15A3,1409.1371499019676,1409.1975149475613,1465.1249779386324,1428.9640285551855,1414.9045549440955,1393.7479360194927,1399.279236353159,1416.647564821276,1381.9262233948657,1397.5275996024275,1462.7225890303084,1393.336869904424,1383.498588834606,1389.7374589371116
DDB1,1501.0965959748223,1508.8026167537346,1526.2363666848764,1514.2991792265684,1496.6127189016104,1484.3212755725215,1481.9859067080472,1495.478309827218,1483.0374182198145,1482.0675957889064,1502.266415433299,1476.5574202852324,1498.675441315083,1493.2966162017317
CYBASC3,1514.8668042270363,1514.6172042203445,1556.7906944631432,1535.1284041989738,1505.1513997242541,1451.6729685491164,1440.362386400587,1499.6539067275244,1451.8820929730186,1467.643852409601,1552.0587270800402,1494.1595477929623,1502.8442739131658,1497.6977709380492
FADS1,1398.3613589498225,1389.014174134572,1384.531412933019,1405.0368639917654,1399.9045776416463,1390.1051700557466,1388.67378771435,1402.6462323951191,1406.7353209132489,1409.8179275622858,1361.624288268015,1415.6809913254385,1432.821320845926,1429.840364994206
FTH1,1525.934499474337,1519.6952133829668,1542.1858952428936,1535.821706911514,1522.1985748070963,1526.1714252272566,1539.0604685668752,1552.51936200059,1520.9333078567108,1527.0971203486047,1589.245773348443,1518.6609947555175,1525.2622020540568,1533.2339830225517
AHNAK,1421.876785243586,1376.3622780246253,1364.2727374767805,1343.3629291555335,1333.7301442952757,1402.3324069914252,1390.8134356126586,1385.3837369851399,1377.4834546389613,1372.7655215274765,1328.3658968007303,1370.0002413250306,1367.6519527222947,1361.3348934617418
EEF1G,1701.9760869789511,1703.0498159944154,1718.540861554817,1709.763958605162,1701.469708588372,1712.3922983922998,1710.1122181515307,1718.8454881391535,1704.9466222463057,1696.7404762562378,1705.215040321322,1717.8288613915763,1715.155885541871,1735.76234600055
MTA2,1458.0386567753496,1459.4724069563651,1463.0791854400159,1445.4388740405295,1461.9558009812606,1468.7107873086843,1475.3704647367472,1467.2058120159422,1468.3091485787722,1479.5781564407664,1445.7078196640227,1462.7697741171949,1470.5423329369646,1451.249650188061
GANAB,1539.8951992618868,1533.3219120067415,1526.7174080739967,1530.721958500299,1528.111024696984,1530.0409250305158,1538.5105463072973,1524.1719105896022,1525.8809366985136,1526.6237858533693,1525.4861342490833,1540.987252971411,1543.1905127142768,1528.6713933285455
NXF1,1360.5161726493288,1389.3016861119652,1410.946324894112,1418.541195088202,1410.5055495259057,1374.2570210203714,1382.8634428476432,1395.4029890775194,1379.0225956575916,1384.672544031539,1451.147813039481,1422.1612125062702,1413.1204680780706,1401.7110076633317
WDR74,1289.4888683802474,1289.766408643159,1353.0267550922686,1349.9043635630626,1313.6161516796212,1336.1612286226853,1347.621204065469,1374.357381071179,1345.1511231486636,1350.655207886928,1409.1041211930894,1339.4608936222946,1356.8445181053114,1332.9659830707717
SF1,1374.3964274503737,1370.0342763126707,1394.2451691655945,1402.4650671707416,1381.2945618940137,1367.456371701477,1368.98165836455,1368.8053635216202,1360.7435222286226,1361.993956181437,1387.8229331476693,1384.7748982806406,1395.5060879226062,1388.8181005340016
MAP3K11,1347.056095580184,1346.4967660072282,1371.2412779637177,1367.0389427560906,1351.848942344932,1345.0315754537146,1334.5986901701085,1367.6524408787811,1343.7342401400235,1337.33363820258,1338.6373582431077,1381.8412103626858,1358.4158156797678,1353.3735506712378
PPP1CA,1572.5076241999768,1592.752006838531,1556.1729935884775,1586.210838445863,1613.451180963279,1575.118617232057,1579.6933100642768,1570.6077098001213,1583.129341465936,1582.9028481139499,1537.091178286006,1597.2068817654206,1577.134762619285,1565.0421420587284
FCHSD2,1336.5597378946218,1346.8912050581182,1405.4922448259904,1374.4781082649167,1336.042297766951,1336.5265979122623,1320.9119029348906,1373.4674774236917,1321.6216412750246,1321.5791019311948,1377.4561273600925,1295.639840684257,1339.8963834752228,1321.1601625294045
RAB6A,1423.0101413567008,1415.8486253579197,1433.4090445332288,1434.6734997076662,1442.6487500644325,1417.2599620037163,1414.2049179294954,1405.0420220004517,1411.635192719899,1410.4494949147177,1397.4770640317342,1406.2396003726196,1414.05266346337,1407.7128310479213
ARRB1,1530.8543887682708,1525.011446755429,1561.7159023222036,1545.3416026560392,1530.9224913538374,1528.4974958820221,1526.7124622965998,1545.5118818239016,1530.5352008958077,1525.5093354712158,1498.4471383442062,1525.6001628986899,1553.7846390930943,1544.5535833608453
CLNS1A,1365.606819103715,1348.443222094179,1380.8006089776263,1352.2122669010128,1358.026210714455,1343.4105650878453,1339.6159461602233,1353.164727730131,1348.8458802854072,1345.187717040235,1342.8883677351387,1317.1428799626112,1369.2040580388186,1371.7579825477167
PICALM,1545.5441640723589,1556.2229255584218,1550.7776770991404,1543.9180028174435,1543.8835035747425,1559.4166159125127,1567.616853495381,1553.918950126117,1568.930492671728,1563.1510224914475,1546.5581976123915,1567.6102990652648,1552.9771933843565,1569.7442772246352
CTSC,1620.966478081175,1607.966866861238,1570.8816540177413,1568.85634801694,1609.2456439680348,1576.6429242495076,1580.0044323352045,1554.7066443194515,1573.1112799776527,1590.5894183751934,1570.6199184377308,1589.0035483367594,1574.7384721288379,1587.3748899342788
SNORD5,1267.9753847830239,1317.5162432383397,1363.245741442906,1329.4280926988597,1273.732979318428,1310.9708258794622,1307.2468123843555,1329.1066664117388,1282.0522086777112,1320.0562470883108,1421.0737576034303,1364.438738524501,1345.201946093145,1330.3381503018818
TMEM123,1567.7535584727746,1559.9687958924565,1570.6985303071103,1556.711219076314,1562.6334752028038,1551.3552718112644,1546.9367744782498,1552.2236359799092,1568.7203617170567,1552.2997950862675,1640.9463477194533,1527.4483175823664,1534.973484567973,1557.5504655476698
CADM1,1397.8926675463333,1395.1162735785751,1389.1751022518556,1402.666481199879,1401.1216449547885,1367.5342260921534,1359.5289996138094,1349.9077894037468,1343.3126137439626,1347.8887246310578,1391.8210668727788,1362.9393285684953,1359.974775374125,1359.5339360185064
BACE1,1386.9729801106607,1370.4669133834143,1330.5181178660089,1358.860163009657,1376.2520338491452,1349.8231717332112,1368.591390954527,1336.7497531139832,1357.7280065804196,1360.2525763064586,1272.7363924645463,1383.0380451057952,1360.8828433494523,1371.6225413544014
RPS25,1705.2898174281802,1717.7142959461132,1707.2582544281793,1726.6443724757073,1727.7265294500319,1711.5208755633273,1712.0171597752794,1698.642086035029,1710.1562325380878,1706.252180680665,1718.2894604141343,1713.7079573794233,1711.000761699454,1681.5544025385964
USP2,1364.188273864676,1348.4369242127693,1291.5544486446988,1322.2809090241092,1349.4875298918112,1428.3835788048966,1427.0851070316203,1399.3932461676288,1426.603612023422,1439.6352726094046,1262.0435172713085,1429.6417731738804,1409.0613055253168,1430.342455074476
HSPA8,1810.704269932189,1800.9147857850337,1795.1918004024424,1793.964613928752,1790.3691349902826,1803.6895471919674,1801.2164606787335,1801.6283320389882,1795.798241433771,1806.7395935351467,1807.4164737817546,1806.9319026280125,1802.9673199615352,1811.2550782059373
SIAE,1369.3954079485843,1351.7887662273101,1351.2620711554193,1379.8422982245909,1383.7822090628154,1391.2975715129458,1375.7349220435856,1375.59888524095,1380.0350448028255,1378.913413660116,1375.9042020875793,1392.0823232678465,1391.1754920076623,1368.6209456156757
WNK1,1579.4749548880993,1564.4567209490958,1532.4352409492212,1547.3653340916558,1562.2753528028827,1561.5255137932866,1561.7669360591262,1540.8388655800538,1569.2074834756124,1560.6233890053634,1517.3908077389171,1569.4515832854333,1548.689094611978,1564.667284614603
GAPDH,1811.2346312571894,1789.7949177831954,1792.807092379673,1795.9924558547589,1783.068103227903,1783.8407751690363,1795.3815535274794,1789.2827927701003,1782.1370004067082,1779.949133920095,1777.5309057236598,1790.4166824472625,1807.5062889626047,1802.6743997769095
CD4,1490.1810198672506,1482.6978983111032,1450.274191644401,1471.5966647225573,1481.7252551500944,1464.2662577076233,1465.8512149034573,1462.2207162387488,1466.1273343156606,1460.4578981706961,1422.9352424382796,1446.2820357904773,1455.2666664981496,1448.4874707001452
PTPN6,1374.9802360406845,1355.0544915590986,1363.1827414200695,1366.983451135818,1361.6712381297457,1434.9233476217003,1430.699856574107,1420.0967932007393,1429.930230643476,1429.3569572733854,1355.5625617093574,1426.8619836385064,1411.8126527875174,1423.220163636096
ETV6,1444.8454048999454,1440.11463624989,1473.0648940488268,1465.6282326754717,1434.3103982471087,1433.801971222662,1422.7484992377276,1452.465845934444,1422.7503015299717,1421.132940928215,1502.672282415029,1443.9982937203877,1444.2832114584123,1448.3657104354475
PTMA,1620.3141473558512,1622.2384137771658,1632.366123159525,1602.551407911782,1621.6029249400308,1620.0979670453758,1622.3880188922546,1614.7540172376262,1614.7076575955111,1616.1863111794928,1616.2943999952593,1626.909269603601,1618.3748122898298,1620.2392166597424
EMP1,1282.8703153593408,1304.9029558796428,1231.9061363507049,1256.5619776108783,1333.890270287884,1383.0299815697306,1388.8211614216314,1356.2447755611956,1398.6098025037243,1382.7996671959245,1289.7775775801515,1301.398800606009,1313.0021353466568,1316.2402269799036
ATF7IP,1398.058491113065,1379.8124217533414,1344.9635721261122,1372.3913493099788,1358.3795307067146,1367.6967642060215,1373.804053563926,1355.7436766773046,1367.8597298123661,1378.0376766401125,1301.1384135178976,1362.763307293418,1350.78620771376,1391.6500527578676
MGST1,1445.5059582814708,1451.4631447289883,1450.788031310052,1432.9457235801694,1427.8984979603956,1508.3618918934415,1519.2400695088854,1492.4038494463139,1504.361616658781,1510.7200196287313,1451.8769977863178,1434.8440881422068,1438.5488389632528,1470.0554546659655
RN18S1,1835.8861545494685,1836.381441853443,1823.5226783508833,1827.8090216411174,1826.5134271693091,1830.1313568253233,1829.3771199117616,1826.5701644376184,1836.0301323329857,1832.0445739994452,1827.0067787066791,1826.7518157561542,1823.104111159575,1825.1261717314337
STK38L,1429.5882663179495,1443.277268001213,1390.383172104078,1420.9376109858954,1445.618010115887,1446.791361667066,1452.6953823858614,1415.0258414820582,1450.7823166777919,1447.9834199028933,1399.5229087837085,1483.437502442235,1475.3897489405233,1477.8959948567751
FAR2,1553.067894496787,1556.4378749891393,1528.294458537192,1535.9546127674755,1560.693302507445,1629.5033237856662,1635.1917919980115,1620.4382256812219,1638.7799322858266,1631.4653304334743,1524.12544799508,1566.1633794504608,1583.5024796262219,1593.438277497648
ANO6,1515.6260294829804,1519.2858510913454,1498.8812374632303,1498.6299898577734,1495.5863757784646,1522.9957856075678,1531.731355772351,1521.4054413638773,1522.2991590620734,1518.7762545822188,1541.3383354812613,1511.903206848959,1514.7448447069696,1517.5556388266557
TUBA1C,1500.7019084771475,1493.5453144867454,1504.4870095603076,1509.4583917099583,1510.8703811911962,1476.6860818202376,1471.271292360141,1475.6047035618253,1477.2274337718288,1477.1337316123463,1462.7679910994511,1488.455688988545,1466.6079200607737,1462.2545891681468
TMBIM6,1653.3705957288255,1666.1811967600518,1648.4003805985803,1666.7284943795157,1669.6215130919256,1687.312257662527,1687.9556729188573,1687.1959899626822,1689.2018099998738,1680.6825694034683,1676.580092895066,1678.1423159834378,1670.4214740520183,1672.9285770451302
DAZAP2,1619.755006734145,1615.6051017273126,1615.40258121876,1626.6566937254595,1626.4259143489319,1636.0198728719179,1639.847709491014,1628.7376333583968,1623.9588775479167,1627.9364649027136,1605.7597441338824,1636.9112903786804,1631.9423677726404,1625.4461780916429
EIF4B,1617.2936916444778,1616.7811626253153,1606.605810134195,1606.5180311386675,1618.8518314080684,1597.906733969642,1599.381345699986,1588.0323775440227,1595.3824321993582,1590.2620400499584,1554.8832861088254,1589.9997655454326,1591.999166388115,1589.996155857432
SP1,1401.9985138763127,1410.2722621011496,1374.7247282502726,1369.8858684005888,1405.8636794916772,1400.365559226973,1394.042011459213,1381.8854480676837,1405.470441725066,1411.823119804349,1364.9598269476965,1413.0303665040171,1408.3402249772762,1435.4618585632231
COPZ1,1425.888071027247,1447.8404938138362,1414.5691678559238,1410.544921115109,1448.1715188754788,1432.2653714066837,1443.6864822426016,1431.7772896212757,1456.2348056054925,1447.0653965158804,1403.316045287537,1411.1080108144529,1420.5451301468693,1449.6216196825533
NCKAP1L,1589.998584383397,1583.2586351659445,1548.047220577941,1566.8134342928342,1580.4188489490855,1573.598407814116,1567.9484443367644,1554.511764960201,1567.5305292983994,1563.7525801640666,1524.5285633362562,1572.3028256412913,1575.8420269599649,1573.343729543955
METTL7B,1335.2099888791356,1337.838274352805,1230.4478429804487,1272.4128506549362,1322.6278010511264,1380.0715147240337,1390.015161364884,1375.4108198453096,1396.1196142421993,1385.1540629849053,1313.8888279354646,1331.9646682978866,1339.4710007869016,1348.3110598455403
BLOC1S1,1390.6594709743604,1392.4218756190066,1383.399872392702,1391.9065875208694,1396.9270848913432,1403.8089086812674,1412.5578802934892,1408.980492967124,1414.454222280617,1408.194676699663,1393.9357026386056,1446.398833670115,1423.5555728911606,1411.04140098061
RAB5B,1425.1137709016002,1435.8266004727711,1406.4420282505316,1439.1498237429803,1460.3202381433061,1440.4974488208184,1442.8568228534618,1433.4085525095481,1427.1453132507238,1431.7795568801234,1372.405353541012,1459.4073692763347,1439.160249465964,1435.0131241045624
PA2G4,1588.798076577969,1603.2270265482161,1628.8676403295597,1620.2909142739536,1608.8436138409204,1602.8771221743932,1598.970609719507,1612.1865157493178,1602.0861554480555,1613.5045370652774,1654.6495176788783,1603.191055480968,1591.1738992970115,1607.4420760307362
ESYT1,1416.4429799370544,1409.8108738326664,1372.0721676358341,1395.8745809112186,1414.9759050007847,1413.848027478993,1423.615002053688,1390.4819445582616,1400.6155979801308,1394.8512817936323,1280.7640286170815,1389.9153790773946,1383.5273772215053,1370.2120376139155
MYL6,1654.3162011920049,1668.1308017877072,1657.6399284163128,1679.9492016390036,1687.7183572779852,1641.28665410784,1653.9027945372993,1654.7124626403272,1642.9880093261243,1649.2706190971846,1650.6266191887821,1684.4494014838654,1667.2437844885997,1650.6915956699038
OBFC2B,1385.8533284245482,1368.4517282428203,1355.4755564137588,1370.608766643941,1398.0124290229053,1359.1060102481747,1364.7392059947535,1349.875082378418,1361.727999396124,1367.152347326054,1331.0598904852234,1420.4834453175945,1385.6947314923268,1381.2374979869285
LRP1,1544.3724355636366,1498.0496687992359,1474.9917927950185,1478.9708844832126,1462.4634840769343,1489.1222963308894,1483.665694056783,1460.8756398221035,1468.5261019670368,1469.2834721884853,1433.7918402444866,1491.5460234744844,1477.303491231521,1490.4249892848745
MARS,1345.1663921407953,1345.9150334396363,1369.3991080985638,1368.3385428012377,1341.4642160171002,1343.4384287645084,1354.8171346948948,1350.3992124593117,1341.5016669709785,1357.1382535800267,1373.1002803629503,1365.9538131373051,1360.7273860601981,1360.9033969731395
OS9,1552.3127805689437,1545.322114301264,1537.1472600108307,1535.1558074682441,1545.7235117674413,1536.2023488259633,1535.994276712603,1529.6353466122287,1530.6225280458011,1525.5079713948605,1526.4148129360926,1520.5819763523798,1520.0419078963787,1516.908530903038
RPL14,1648.2561035714546,1645.3256255618246,1653.5661091522009,1653.395433716019,1659.948091944627,1656.2674779137517,1648.117011955139,1642.5931469632962,1644.1601034174394,1642.2879122351962,1641.2559072817896,1652.821909770718,1639.9894073486832,1640.8974188724846
RAP1B,1422.9183216957836,1429.809385517332,1483.8691929760553,1423.7121919995197,1399.026423097778,1432.3145426007948,1417.5672217696942,1445.996668882958,1436.811337165597,1437.9888324487442,1509.1166245927343,1374.809978008505,1392.3722663773192,1421.6660101451241
LYZ,1614.6884800712833,1595.9981539737635,1510.673584470953,1520.6087819760703,1542.6623199121757,1492.730915632058,1501.2072589373652,1472.363982468833,1508.0934878342719,1499.3722684302784,1390.551184757061,1429.883613489365,1450.8017247776775,1480.288789272013
GLIPR1,1639.181032010332,1646.8439626233903,1619.6458582449482,1616.472268701128,1636.9994439036955,1600.9840312011079,1603.9935969093494,1571.576655425486,1619.3523703857752,1612.5401350821899,1583.4673281848302,1610.109612233616,1620.3132303410266,1647.9430971106058
PLXNC1,1371.7706592366753,1360.037895590112,1409.2367147299376,1376.1551883442633,1342.088666224779,1289.5668782561106,1272.939714357737,1310.2393462922944,1284.3362229960494,1275.7009854709609,1362.7776384062665,1295.2935693234492,1293.6438643828988,1331.8664468377663
DRAM1,1135.7635698066686,1165.7164908771704,1367.429844911853,1262.9339227979704,1146.119561003496,1180.350826802381,1149.730246156409,1325.7713675038378,1142.6827165433947,1177.909260309517,1454.2131406167498,1112.837692943012,1190.4810911931418,1137.2927229952495
TXNRD1,1292.3569308633516,1303.404197014633,1366.6905170950517,1337.586182976994,1306.734713135234,1333.15495644938,1331.8054125885799,1372.585750532537,1337.8722687480576,1347.5674846494214,1421.5387848570733,1330.3806142314609,1355.1277706332364,1333.1591577828535
ATP2A2,1582.4885583859716,1585.2972319961264,1578.929531121517,1564.774631059119,1564.7849538352812,1612.548822882787,1604.1177729034478,1603.9443453664683,1610.9621415528338,1609.6060068422723,1583.8855775490536,1608.352147668246,1610.2647124377227,1607.9824727111356
PTPN11,1383.9525243992873,1405.9897027426482,1423.9084770981042,1407.6675778417207,1409.336506289381,1429.696176514368,1413.5403716753653,1423.5460215802025,1407.0000313366654,1414.8963838324912,1435.9243616739152,1391.2084003096177,1410.7529659745226,1405.151761210686
TPCN1,1571.7497693867333,1555.5903992081571,1510.8020443873659,1532.5319444356064,1551.3025373539544,1533.5716899410086,1536.3504298385333,1511.8318224916022,1534.2002122220854,1545.787694566804,1446.7383090515334,1568.1736770729285,1550.3807550611837,1559.7325736621947
PEBP1,1493.3193336508461,1499.1956093948452,1477.0772165444432,1490.8474613849894,1493.6969713926728,1463.0574658523872,1454.283743453228,1451.0826113215812,1471.1677482543314,1463.3074536765946,1458.0599341113837,1479.6642438835913,1453.96159295873,1476.5196934378337
COX6A1,1604.1771845602882,1619.9273651207875,1616.8566381449643,1626.379920705829,1630.525798375617,1613.0992670835328,1607.399567033187,1607.2763735718368,1621.1043713325137,1618.375653729501,1621.2432255318108,1620.4757675746241,1606.6497135685531,1592.1413254646889
MLEC,1454.709851456418,1460.7073393545008,1425.414464628816,1449.0930999977327,1443.7093960994484,1459.9473878248468,1465.9180789002792,1453.763224605818,1472.0096365597344,1468.169021806332,1425.5905755729877,1465.6072755460366,1462.097739446603,1463.4749280008468
P2RX4,1425.8908119126477,1418.5265940616375,1472.6576487819011,1451.1017596352506,1441.839201344304,1467.8994626058477,1463.3867990205842,1484.0008695222646,1449.432839313053,1443.8789141502614,1483.0764742089962,1457.4011939319723,1458.5937814983295,1437.9025362286227
TMED2,1663.8298144172106,1662.7283148220272,1657.7191909179294,1670.1621240190925,1663.7900180740505,1679.9365785458308,1679.977024155204,1676.549853218168,1676.10546647433,1680.407025979729,1668.212353970044,1666.7139869840787,1673.4223206673435,1661.8292396575816
BRI3BP,1437.3271562463183,1432.6434321516344,1382.2655986626744,1419.575668503158,1437.8902501298467,1390.240390839553,1402.4682396301655,1368.840796132393,1382.1772889510962,1388.1645795007105,1284.2482934687127,1431.6960417627995,1412.5433294645247,1399.2580171621764
MRPL51,1377.3661767818373,1384.793224485512,1356.5997173418564,1364.0240350709648,1401.5854203232689,1374.3417047435632,1384.2553056386344,1379.1925696489484,1376.6852299085544,1387.5030024684654,1346.1248473548728,1398.5982708589204,1381.2668034121532,1366.4930139784772
CHD4,1410.3527325770983,1414.9162650883738,1378.9188078616648,1400.6016448603566,1403.4556150784135,1401.496496691533,1403.3347424461258,1395.2408167435974,1400.4545885473308,1398.3746910189727,1354.258008922658,1402.4649677212744,1407.5135870106062,1402.252772436593
MLF2,1408.6191225612693,1410.1764247753517,1402.536300153641,1404.1572190481868,1407.636453977111,1396.1108850698417,1414.974536178632,1411.482580404775,1403.1112441885307,1401.8940080152472,1402.9253123288547,1402.480082740992,1409.6932791615275,1410.4367039357073
PHB2,1388.8326708549137,1424.1796271790458,1406.860206276301,1422.776370353937,1429.8853226158976,1425.9291166988405,1418.7584925702192,1422.9518439533963,1410.504033230143,1427.5331871865562,1381.5890914723527,1417.206234224235,1425.8325972073117,1403.126983775265
LPCAT3,1309.5942221029536,1319.658618201314,1271.9777040213323,1297.3085837707174,1320.0988531764335,1365.906113220468,1365.8090299439077,1346.46946336606,1359.890854478142,1357.1248856317463,1337.7505044925206,1363.6725444340789,1348.5873233049058,1353.111013651064
C3AR1,1371.2471501251757,1382.4917595617135,1302.3316889937894,1338.2949685366718,1383.9221649432445,1346.0443654657572,1349.831809674691,1322.4979393855167,1330.624524644637,1327.6154126179836,1377.738170516888,1333.5103851779368,1326.3954525449503,1333.5827193328578
A2M,1694.4359112421203,1673.4744172532544,1673.2997388649737,1669.663384518372,1680.3926274190594,1684.1065689797704,1682.6502194567258,1679.144610560917,1672.7529226066217,1681.5078355983312,1676.661266291412,1690.7427460572771,1692.7160233919137,1703.8939908784557
PTMA,1619.3123537419608,1625.1819887838083,1630.9393981304297,1602.7665235755544,1625.3364538679457,1621.066366396068,1621.2567892317334,1611.593700915234,1616.4228174008467,1616.1372044307075,1620.1934746604209,1628.6158927390106,1615.5823387606308,1622.5608702461677
CSDA,1527.9764590977243,1520.8041881529114,1547.083771204845,1530.5616493750674,1519.6972064735467,1550.5057028463414,1545.055030567684,1542.6064077405292,1540.3076547747353,1543.5697064133383,1570.2236821979404,1523.0594654933977,1521.3031134176665,1527.2294234522387
WBP11,1392.9097378881875,1371.8948895377996,1383.2413473894694,1354.150226103813,1362.6992277926613,1363.1664581885664,1371.242753114229,1369.680276449165,1366.2755607320205,1367.2191870674562,1380.7347070803041,1346.8019838806904,1363.2306048448409,1378.0662587333431
GDI,1630.9748211211747,1626.6072267288853,1657.8394512652092,1628.680425161076,1620.889424373138,1616.1232955213784,1615.453267221845,1637.864256217845,1615.4322000431112,1623.234493706528,1613.8949694320831,1611.351792035879,1608.2810554928276,1615.4522597364055
LDHB,1593.9989066254564,1591.1487852884013,1582.4088816235057,1581.8509783049478,1593.7860076465295,1598.335616051613,1606.7050002090552,1583.3934311182256,1586.797081765651,1594.8848948175455,1577.6641182562303,1574.0671606701692,1587.5465625477423,1575.451960643944
