,GSM2648567,GSM2648568,GSM2648569,GSM2648570,GSM2648571,GSM2648572,GSM2648573,GSM2648574,GSM2648575,GSM2648576,GSM2648577,GSM2648578,GSM2648579,GSM2648580,GSM2648581,GSM2648582,GSM2648583,GSM2648584,GSM2648585,GSM2648586,GSM2648587,GSM2648588,GSM2648589,GSM2648590
KCNAB2,11.7736,11.65811,11.78295,11.76168,11.49308,11.66682,11.75274,11.73526,11.91517,10.80895,11.89578,11.92573,11.82305,11.81551,11.87151,11.88268,11.91827,11.10964,11.88023,11.80213,11.68534,11.84706,11.85168,11.84316
PGD,12.09138,12.19308,12.09456,12.18317,12.22029,12.2044,12.08412,12.14114,12.29359,12.34125,12.28003,12.2987,12.39746,12.30935,12.34302,12.34407,12.19785,12.30517,12.30362,12.13529,12.29014,12.2579,12.28911,12.35299
RNU5E,10.44567,10.49438,10.48125,10.47975,10.29784,10.59162,10.67692,10.64875,10.45195,10.28355,10.73712,10.97296,10.95583,10.46769,10.77708,10.90655,10.17268,10.02724,10.56677,10.2275,9.93444,10.1332,9.824701,10.60767
PLOD1,10.68864,10.57311,10.68622,10.64175,10.52194,10.55255,10.75768,10.69255,10.2054,9.583244,10.1609,10.27812,10.17475,10.14705,10.09721,10.24924,10.36289,9.730327,10.32237,10.2883,10.17208,10.35784,10.36324,10.28597
MFN2,10.33641,10.17336,10.31723,10.30395,10.28382,10.22802,10.27665,10.33299,10.38821,10.0746,10.30464,10.24479,10.26335,10.33906,10.27498,10.29732,10.36629,10.07722,10.31382,10.31037,10.36901,10.35193,10.3035,10.26558
EFHD2,9.779495,10.19878,9.863747,9.854355,10.34745,10.15996,9.987857,9.863724,9.768445,10.13162,9.949176,9.889641,10.18011,9.864944,9.829037,9.889551,9.886766,10.36685,10.06087,10.12133,10.41537,9.956205,9.96435,9.825796
NECAP2,10.26678,10.70741,10.34183,10.35441,10.76952,10.6129,10.29539,10.40079,10.28664,10.91275,10.28595,10.28724,10.60828,10.41706,10.24718,10.29756,10.20221,10.69259,10.35728,10.38133,10.64087,10.44547,10.27691,10.29733
RPL11,11.29214,11.5183,11.58002,11.45214,11.5453,11.68668,11.62676,11.4298,11.45791,11.41559,11.51737,11.51733,11.48187,11.45251,11.46965,11.50733,11.46375,11.34454,11.66781,11.57576,11.53467,11.56267,11.42758,11.45051
PNRC2,11.56991,11.40547,11.44912,11.49672,11.34038,11.45308,11.44306,11.56926,11.48949,11.72169,11.44395,11.46832,11.42935,11.48803,11.47472,11.47282,11.51457,11.58712,11.44561,11.22268,11.39546,11.42385,11.46385,11.5627
SRRM1,10.49288,10.54585,10.49208,10.44628,10.62795,10.56103,10.62301,10.51736,10.39041,10.30527,10.57169,10.57968,10.56961,10.43641,10.60216,10.51251,10.49131,10.3274,10.55497,10.57736,10.65644,10.52257,10.6321,10.55022
CLIC4,11.26579,11.52798,11.37467,11.3818,11.72011,11.52793,11.29176,11.3061,11.42558,11.99712,11.43088,11.39104,11.55138,11.54441,11.28809,11.28481,11.31566,11.90891,11.38333,11.2743,11.64699,11.42417,11.28652,11.35151
TMEM50A,11.67289,11.63103,11.52411,11.79766,11.78086,11.63739,11.53818,11.71096,11.77192,12.1933,11.79083,11.76786,11.8531,11.82202,11.92396,11.73002,11.76206,12.12056,11.72074,11.68676,11.8488,11.68294,11.64018,11.75373
SDHD,10.48256,10.4612,10.52704,10.49046,10.62485,10.46313,10.53244,10.41543,10.58735,10.44058,10.48312,10.51051,10.52288,10.42023,10.5509,10.60526,10.51062,10.18899,10.49012,10.34068,10.51066,10.57517,10.57983,10.38333
SEPN1,11.65572,11.57061,11.63,11.54422,11.50198,11.55867,11.65671,11.56912,11.89258,11.76628,11.82761,11.88023,11.79184,11.74644,11.85058,11.90504,11.93851,11.77526,11.8676,11.86438,11.84987,11.89332,11.97884,11.82071
CD52,12.00612,12.07148,12.07248,12.07232,11.95057,12.03372,12.13966,12.05172,12.09841,12.03433,12.1733,12.15444,12.1428,12.052,12.11523,12.14811,12.12096,12.05741,12.16974,12.30988,12.12162,12.18449,12.21669,12.15973
HMGN2,11.93401,11.92566,11.83074,11.93605,11.72972,11.68013,11.92,11.52955,11.51855,11.45007,11.66289,11.79798,11.63091,11.56716,11.856,11.89467,11.96464,11.36836,11.73914,11.75742,11.68218,11.68717,11.63943,12.04425
RPS6KA1,11.18713,10.90764,11.05425,11.07552,10.82391,10.98416,11.08745,11.12521,11.19371,10.93663,11.12181,11.21526,11.04409,11.17554,11.33095,11.28539,11.29449,10.7935,11.18105,11.08933,11.03943,11.24799,11.24908,11.28198
CCDC72,10.93866,10.90015,10.78778,11.09881,10.83257,10.87872,10.84167,11.07193,10.90718,10.87294,11.0135,11.12761,11.00536,11.17053,11.08515,11.08333,10.94857,11.0742,11.02586,11.01936,10.90687,11.06584,11.02672,11.34735
STX12,10.3525,10.18559,10.28498,10.35826,10.38334,10.27201,10.28441,10.28024,10.20018,10.58245,10.29333,10.24601,10.29951,10.31849,10.21077,10.21147,10.1496,10.43032,10.279,10.03642,10.33735,10.27919,10.24374,10.26361
PHACTR4,10.65868,10.64114,10.67782,10.72639,10.54216,10.60532,10.64435,10.63377,10.39452,11.62791,10.4472,10.52636,10.40085,10.48724,10.49886,10.59818,10.41752,11.56002,10.37392,10.35953,10.23235,10.44794,10.45672,10.56063
EIF3I,11.01707,10.94592,11.04999,11.00715,11.11783,11.05174,11.10879,10.99393,11.03762,11.1615,11.10572,11.13239,11.13556,11.07189,11.08049,11.10417,11.0009,11.00882,11.09911,11.03935,11.1127,10.99393,11.01314,11.02231
HDAC1,10.368,10.421,10.36477,10.43487,10.23782,10.23384,10.35881,10.40972,10.32557,9.825882,10.2932,10.36303,10.30342,10.36623,10.41393,10.45168,10.40257,9.913059,10.3464,10.23823,10.27663,10.4169,10.2928,10.30416
RBBP4,11.48383,11.29427,11.33448,11.50826,11.4011,11.3058,11.42759,11.44678,11.42821,11.03231,11.48502,11.45225,11.43396,11.4691,11.41721,11.59116,11.55746,11.06983,11.33171,11.43513,11.45534,11.48007,11.48671,11.47355
ZMYM4,10.23927,9.901262,10.02274,10.11995,10.17569,9.945718,10.10181,9.972164,10.116,10.22979,10.11002,10.15129,10.18663,10.13565,10.08405,10.15813,10.01489,10.07741,10.01662,9.868808,9.995245,9.966226,10.08731,9.985269
EIF2C1,9.956032,9.754052,9.946159,9.846663,9.833584,9.896836,9.909386,9.704199,9.915979,9.208609,10.04269,9.93302,9.863512,10.04267,9.972689,9.978822,9.990433,9.198107,10.08077,10.0656,9.973878,9.988664,10.00817,9.994934
RPS27,12.2117,12.43663,12.30156,12.3643,12.29511,12.43644,12.46359,12.45871,12.11834,12.0762,12.2888,12.38411,12.39482,12.19617,12.35898,12.23586,12.29913,12.16096,12.21219,12.45851,12.20438,12.28016,12.27548,12.206
MFSD2A,10.64638,11.18471,10.90679,10.864,11.5399,11.1467,10.65369,10.66109,10.95055,12.35822,11.14612,11.01267,11.7217,11.16139,10.98581,11.02479,10.55017,12.03574,10.81542,10.60489,11.77223,10.80229,10.7108,10.56023
RLF,11.74113,11.72105,11.74288,11.78802,11.83786,11.76092,11.76709,11.60359,11.78281,11.88246,11.85353,11.85413,11.87884,11.75927,11.87725,11.84343,11.8168,11.88707,11.95947,11.79223,11.89946,11.68321,11.87374,11.97707
SMAP2,12.90101,12.86084,12.76601,12.84192,12.91826,12.86381,12.82875,12.82921,12.73709,12.89168,12.83133,12.78545,12.91955,12.82334,12.73776,12.78649,12.79614,12.9372,12.83078,12.74644,12.85956,12.81758,12.81318,12.86296
ZNF642,10.35149,10.18815,10.30316,10.28409,10.27112,10.29377,10.39502,10.1705,10.27207,8.966143,10.21114,10.24016,10.2007,10.17231,10.22557,10.29276,10.19678,9.282568,10.22923,10.16044,10.12213,10.18391,10.30292,10.20218
NFYC,12.57678,12.5404,12.55538,12.5081,12.49174,12.5732,12.50717,12.51754,12.52753,12.41595,12.56485,12.59379,12.57407,12.55318,12.56785,12.57294,12.62954,12.59781,12.62999,12.62141,12.56972,12.58835,12.62508,12.63706
CTPS,10.62284,11.05757,10.69726,10.68473,11.09567,11.0024,10.59449,10.78572,10.83821,10.94413,10.96289,10.86341,11.07165,11.05249,10.98166,10.9833,10.82795,11.30417,10.93809,10.91894,11.21538,11.05507,10.85446,10.93518
PPCS,10.53716,10.37859,10.49867,10.55047,10.43615,10.38851,10.51435,10.38995,10.61746,10.17087,10.57131,10.67321,10.59954,10.61907,10.73334,10.70184,10.51858,10.28834,10.53007,10.64332,10.52306,10.43057,10.69821,10.57224
YBX1,13.06614,13.12156,13.08556,13.03814,13.10417,13.0846,13.17407,13.05696,13.02274,12.98557,13.11412,13.14741,13.14685,13.07594,13.09083,13.14105,13.00631,13.06232,13.11342,13.10241,13.10595,13.08286,13.16333,13.12029
K,10.33506,10.28663,10.34728,10.37228,10.07224,10.33254,10.37492,10.45073,10.25813,9.827016,10.21304,10.25684,10.13824,10.14685,10.22137,10.19619,10.41878,9.887912,10.25544,10.34259,10.10983,10.35818,10.25143,10.39766
ATP6V0B,10.72628,11.02655,10.73,10.84672,10.90841,10.97747,10.85396,10.99366,10.94208,10.88525,10.98761,10.98647,10.96493,10.92722,11.03166,10.99096,10.90517,10.7622,10.77451,10.89392,10.83564,10.81163,10.64448,10.77044
RPS8,12.35943,12.24337,12.34597,12.27623,12.3206,12.3195,12.38849,12.34063,12.41086,12.26369,12.44638,12.40665,12.42007,12.36782,12.37373,12.3985,12.32247,12.22536,12.36185,12.31183,12.35149,12.37145,12.31158,12.43507
SNORD46,9.461221,10.35381,9.989159,10.01622,9.895303,10.35353,9.957842,9.899531,10.03447,10.12549,10.08958,10.29047,10.40424,10.05372,10.16915,10.22327,10.21776,10.33752,10.32704,10.67836,10.348,10.20164,9.833488,10.13781
TMEM69,9.809383,10.09248,9.923372,9.944814,10.12303,10.09637,9.965127,9.964258,9.625878,9.453022,9.849972,9.855708,9.976786,9.781492,9.860614,9.873884,9.800144,9.812806,9.751085,9.839986,9.857354,9.785275,9.991505,9.837336
OSBPL9,10.33884,10.18579,10.30147,10.30842,10.16222,10.22893,10.33087,10.23376,10.1992,9.885818,10.10888,10.21556,10.03381,10.18578,10.18908,10.12181,10.19541,9.759616,10.16212,10.07036,9.992812,10.17527,10.20545,10.26741
BTF3L4,10.59786,10.69656,10.62399,10.66743,10.80806,10.64529,10.72753,10.52098,10.6266,9.98717,10.72063,10.71919,10.7593,10.6564,10.81015,10.7737,10.44423,10.31831,10.57916,10.40549,10.66707,10.55182,10.7258,10.5972
GPX7,9.90065,10.06525,10.03032,10.04692,9.789928,9.97028,10.03804,10.10958,9.791073,9.477291,9.816713,9.780256,9.698635,9.798979,9.928413,9.888362,9.807533,9.313733,9.718451,9.658978,9.448482,9.644947,9.7656,9.56315
MRPL37,11.29905,11.36395,11.33476,11.34492,11.3413,11.30653,11.41643,11.37957,11.19931,10.95268,11.29514,11.31954,11.2701,11.25674,11.39857,11.34298,11.34494,11.09798,11.26183,11.2705,11.28894,11.33016,11.31087,11.32204
SRSF11,10.88668,10.85177,10.87632,10.945,10.96814,10.93211,10.85011,10.93002,10.86576,10.79662,10.89731,10.84119,10.88336,10.91455,10.92825,10.87114,10.8329,10.96472,10.88739,10.94996,10.95924,10.91324,10.95379,10.99106
ACADM,10.20508,10.22978,10.24843,10.26691,10.00977,10.11122,10.24271,10.35682,10.67725,10.1083,10.5941,10.64014,10.41129,10.57567,10.64639,10.66969,10.43959,10.04545,10.4801,10.17564,10.29811,10.35453,10.39228,10.5452
RPL17,11.15449,11.16084,11.10964,11.23528,11.18815,11.13254,11.19438,11.12523,11.14258,11.06514,11.24064,11.29299,11.25345,11.32024,11.27165,11.25588,11.14668,11.13451,11.23602,11.14882,11.14519,11.16327,11.1191,11.25619
LPHN2,10.28355,10.09657,10.22865,10.3235,9.905177,10.13483,10.20799,10.22494,10.46362,10.43157,10.36794,10.48368,10.23152,10.27683,10.2658,10.35345,10.4138,10.12129,10.24024,10.15858,10.00776,10.23347,10.11517,10.18907
SH3GLB1,10.09155,9.844955,10.02062,10.12147,9.961897,9.989254,10.11465,9.967709,10.37847,10.51159,10.33198,10.33382,10.29139,10.35771,10.37707,10.40043,10.07594,10.19046,10.05349,10.04599,10.07332,10.07862,10.11556,10.23887
HIAT1,11.37617,11.40104,11.33363,11.42708,11.50005,11.35637,11.29752,11.4042,11.50756,12.0516,11.53243,11.43468,11.51972,11.62885,11.56401,11.53315,11.439,11.76659,11.5042,11.48919,11.57386,11.45758,11.48493,11.48276
RTCD1,10.83293,10.54255,10.66672,10.80274,10.5769,10.54729,10.61805,10.59966,10.69738,10.26233,10.68006,10.67482,10.58985,10.63666,10.74926,10.80463,10.61313,10.29764,10.60089,10.42204,10.50133,10.50077,10.76558,10.68153
RPL17,11.73831,11.79043,11.77397,11.81607,11.78936,11.79037,11.77729,11.78663,11.79054,11.70494,11.85662,11.92009,11.87333,11.93821,11.86158,11.85887,11.77009,11.74375,11.86978,11.80461,11.78485,11.78272,11.71794,11.86982
SARS,9.804379,10.06969,9.873348,9.983501,9.983399,10.03051,9.981269,10.07543,10.18196,9.898588,10.18977,10.1951,10.14707,10.16181,10.27561,10.13255,10.06449,9.758095,9.952618,9.948914,9.918324,10.03668,9.966265,9.928797
GSTM4,10.21545,10.22686,10.16453,10.22877,9.962677,10.05928,10.17568,10.1483,9.79076,9.111638,9.734588,9.734749,9.624598,9.723982,9.749012,9.659075,9.718521,8.823904,9.441394,9.480577,9.316488,9.457846,9.610636,9.504022
GSTM1,11.08841,10.9605,11.00367,11.04046,10.75102,10.84118,11.07654,10.88222,10.53758,10.20069,10.43205,10.65955,10.57136,10.56836,10.60223,10.61415,10.42688,10.04602,10.31181,10.49272,10.36908,10.29164,10.46852,10.39607
AHCYL1,11.1161,11.02409,11.05935,11.10425,11.05926,10.95542,11.03236,11.14102,11.45042,11.40905,11.38042,11.4203,11.43578,11.51132,11.42653,11.44448,11.25061,11.22387,11.18449,11.15155,11.26066,11.223,11.39736,11.35406
CD53,12.3886,12.44915,12.4207,12.45425,12.32061,12.35056,12.44987,12.44317,12.46988,12.36827,12.54259,12.52564,12.49296,12.51408,12.58521,12.60429,12.60077,12.38141,12.58374,12.47241,12.53258,12.53224,12.53814,12.58947
CEPT1,10.08032,9.743512,10.02143,9.984425,9.879433,9.806086,9.903774,9.952222,10.1097,9.791095,10.0075,10.03557,9.84873,9.934556,9.996951,10.08719,10.03077,9.644345,9.941712,9.921611,9.8747,9.832696,9.988628,9.870934
RAP1A,10.10573,9.940984,10.07401,10.13541,9.968,9.93716,10.08889,10.16071,10.23531,9.819595,10.21356,10.29179,10.21978,10.23088,10.33948,10.28576,10.16269,9.872173,10.14788,10.0785,10.03908,10.08106,10.2352,10.20421
HIPK1,10.77099,10.66999,10.65389,10.67191,10.649,10.62387,10.66585,10.61426,10.6128,10.48822,10.65282,10.60745,10.61494,10.61466,10.65346,10.63234,10.5687,10.42763,10.69135,10.55941,10.75499,10.59462,10.6951,10.58043
ATP1A1,11.8128,11.83619,11.85628,11.81995,11.90263,11.76215,11.72371,11.83208,11.95168,11.93658,11.93791,11.95177,11.96546,11.95493,11.95397,12.02928,11.86385,11.93776,11.88614,11.86883,11.96948,11.87497,11.86077,11.94143
PHGDH,8.80998,8.575986,8.720415,8.733981,8.378641,8.673906,8.744094,8.668819,11.31001,11.25257,11.36609,11.39917,11.30583,11.25434,11.35299,11.33488,10.93462,10.5571,10.7394,10.49249,10.58988,10.68572,10.66085,10.57749
SRGAP2,11.55777,11.25379,11.44565,11.36557,11.2698,11.25727,11.40425,11.36239,11.37439,11.85062,11.20261,11.21546,11.18668,11.20103,11.2239,11.22505,11.35776,11.91783,11.31182,11.25056,11.23548,11.35685,11.34586,11.2987
NBPF10,12.04798,11.89342,11.96263,11.98413,12.15748,11.9873,11.87937,11.79493,11.99223,12.05934,12.07821,12.06662,12.19448,12.06542,12.0502,12.00429,11.94519,12.2807,12.21155,12.00253,12.27456,12.09281,12.09025,12.34138
NBPF16,10.03898,9.892594,10.01922,9.939403,10.19306,10.00138,9.85498,9.763299,9.948247,9.975,10.04664,9.931741,10.11868,10.08009,9.963936,9.93491,9.959077,10.20676,10.21529,9.989135,10.28171,10.11714,10.08965,10.24235
TXNIP,12.4954,12.31686,12.32634,12.40837,12.19377,12.30088,12.34812,12.48553,12.35941,12.20515,12.25025,12.255,12.17719,12.33346,12.26864,12.26612,12.4438,12.22236,12.39207,12.26752,12.30159,12.29191,12.30778,12.39094
PEX11B,10.7153,10.78263,10.79421,10.85682,10.5919,10.74846,10.79387,10.83395,10.51191,10.03585,10.56864,10.52932,10.44782,10.49487,10.51461,10.57933,10.6359,10.11498,10.57298,10.51488,10.45064,10.51128,10.58855,10.56989
NBPF11,12.16025,11.97978,12.1583,12.09168,12.29942,12.10423,12.10663,11.8978,12.14292,12.05174,12.172,12.17944,12.41219,12.20798,12.24118,12.11243,12.13611,12.28489,12.38561,12.12755,12.36239,12.19606,12.14064,12.36405
PDIA3P,11.69671,11.49265,11.59247,11.68513,11.64681,11.51469,11.58177,11.58922,11.56652,11.5777,11.64907,11.64503,11.63928,11.61075,11.72431,11.65998,11.46017,11.48683,11.54787,11.44414,11.5829,11.38635,11.55022,11.61665
VOPP1,9.557465,10.14348,9.683815,9.584547,10.2794,10.07402,9.664829,9.646396,9.751601,10.14043,9.8291,9.822176,10.17212,9.891112,9.778652,9.832067,9.85204,10.4024,9.960169,9.902516,10.26147,10.02262,9.781125,9.82117
NBPF15,10.36614,10.2116,10.29454,10.2459,10.47961,10.32028,10.14454,10.11582,10.25715,10.25062,10.33449,10.20493,10.39285,10.35406,10.24244,10.18774,10.27016,10.5044,10.48371,10.24778,10.55717,10.33891,10.37369,10.5096
NBPF16,10.38325,10.27249,10.33648,10.2955,10.51237,10.3558,10.20198,10.15814,10.3118,10.31333,10.39896,10.25832,10.45658,10.43253,10.3119,10.24894,10.33184,10.56104,10.54833,10.32369,10.61683,10.39942,10.41391,10.57725
PLEKHO1,9.91839,10.04965,9.778036,9.919233,10.13889,10.03613,9.774861,9.88949,9.585596,10.40394,9.800063,9.617211,9.904826,9.852237,9.821422,9.77103,9.996621,10.54133,10.09806,9.966726,10.10025,10.11702,9.972105,10.06009
MRPS21,10.9677,10.95833,11.05053,11.12426,11.17082,10.86342,11.11166,10.89604,11.08585,10.742,10.93484,10.97758,10.93254,10.8568,10.95712,10.97242,10.95272,10.86693,11.13646,10.98667,11.14714,10.98301,11.36248,11.03626
RPRD2,10.45312,10.14199,10.26436,10.26297,10.18392,10.04733,10.32206,10.26009,10.26923,9.368107,10.27653,10.37105,10.21876,10.2938,10.33158,10.37125,10.42493,9.640606,10.28044,10.23486,10.14808,10.19415,10.46816,10.35434
ECM1,10.381,10.30126,10.30096,10.2579,10.17562,10.37165,10.45677,10.36685,10.05563,9.922345,10.20945,10.31406,10.21445,10.17967,10.03568,10.16236,10.19024,10.02787,10.30185,10.48106,10.09174,10.22602,10.21326,10.08972
SCNM1,11.15228,11.32221,11.17033,11.27015,11.27287,11.23744,11.26177,11.25295,11.18073,11.032,11.22672,11.20849,11.24874,11.237,11.28808,11.25212,11.22992,11.01541,11.16471,11.22221,11.14064,11.25961,11.08854,11.26713
INTS3,10.51301,10.28428,10.41094,10.44976,10.31929,10.3545,10.43235,10.20309,10.38298,9.91987,10.35875,10.37636,10.1855,10.31479,10.33419,10.30999,10.49239,10.09617,10.39755,10.42812,10.27758,10.32303,10.48317,10.38959
RPS27,11.92995,12.27927,12.06162,12.10698,12.08665,12.20263,12.21149,12.19384,11.924,11.80228,12.07484,12.16354,12.14295,11.94794,12.12034,12.00185,12.12111,11.9418,11.96282,12.26149,11.94151,12.09605,12.02186,11.96182
UBAP2L,11.8134,11.77098,11.77312,11.78857,11.85429,11.73778,11.76907,11.7503,11.79512,11.61144,11.76928,11.78822,11.80272,11.76984,11.76543,11.77549,11.74069,11.75297,11.72213,11.73366,11.76551,11.78111,11.85101,11.85105
HAX1,9.901064,9.818044,9.751752,9.717523,9.861225,9.816084,10.04589,9.68983,9.793962,9.837029,10.0074,10.18396,10.05245,9.987481,10.02054,9.950766,9.953346,9.878843,9.888644,9.749603,9.680291,9.886522,10.03868,9.905066
IL6R,10.8926,10.83641,10.97498,10.93138,10.76496,10.87159,11.04956,10.92281,11.21126,11.412,11.13024,11.13109,11.06555,11.07817,11.06639,11.12334,11.07008,11.02128,11.17385,11.13583,10.93632,10.97849,11.08776,10.99004
LMNA,10.17559,9.877838,10.11552,10.06683,9.996629,10.05818,10.21111,10.09853,10.12945,9.52909,10.12356,10.07646,10.02569,10.04703,10.08289,10.01963,9.870827,9.507221,10.02389,9.973965,9.807927,9.900292,9.988488,9.881802
APOA1BP,10.93921,10.91716,10.92606,10.91691,10.85345,10.88656,10.84585,10.76924,10.87353,10.46593,10.84891,10.92482,10.8332,10.83751,10.90233,10.89189,10.90352,10.44953,10.80894,10.91305,10.70761,10.90442,10.77711,10.8055
IFI16,10.08834,10.06887,10.09711,10.11436,9.868299,9.957455,10.19592,9.941937,9.908572,11.20267,9.939037,9.948462,9.793966,9.927277,10.04286,10.05863,10.07179,11.25113,10.02726,9.855487,9.615501,9.875867,10.13068,9.998649
SLAMF8,10.951,11.05769,11.0856,11.0309,10.85925,11.04445,10.9445,11.08929,11.21363,11.36981,11.36181,11.31248,11.51217,11.37318,11.33156,11.36057,11.09086,11.24262,11.32071,11.08966,11.33955,11.26935,11.3058,11.24259
PEA15,12.12717,12.34121,12.14384,12.17356,12.48563,12.2997,12.34987,12.14328,12.30689,12.47359,12.38074,12.35924,12.46958,12.3405,12.39419,12.44631,12.29937,12.50215,12.44504,12.20282,12.46039,12.31042,12.44262,12.47479
NCSTN,11.85951,11.62835,11.76709,11.78114,11.65966,11.70616,11.82016,11.80814,11.72687,11.6386,11.76216,11.75169,11.69854,11.68551,11.66721,11.70243,11.73577,11.61598,11.62475,11.649,11.62506,11.66978,11.74418,11.74056
UFC1,12.38266,12.36176,12.33869,12.35757,12.366,12.26919,12.38109,12.21971,12.2552,12.19074,12.26235,12.37296,12.34379,12.37189,12.38091,12.37373,12.2948,12.15695,12.32825,12.26705,12.27298,12.31374,12.42514,12.38071
FCER1G,12.35157,12.56695,12.3203,12.38143,12.31,12.36575,12.39817,12.51695,12.02374,11.91017,12.17176,12.26885,12.20326,12.06859,12.32117,12.05859,12.162,12.0757,12.07703,12.29636,12.09921,12.1411,12.20239,12.19324
CD32,10.23249,9.703297,9.8744,10.19286,9.291246,9.764571,9.822383,10.07311,9.468501,9.608074,9.378893,9.44838,9.281488,9.129766,9.288396,9.223806,9.766185,9.649207,9.327656,9.325336,9.071641,9.267482,9.700661,9.489813
ATF6,10.87241,10.89073,10.85949,10.79287,10.97141,10.87722,10.92922,10.84061,10.83226,10.86588,10.92975,10.90319,10.89796,10.81781,10.94077,10.91599,10.70569,10.92297,10.83856,10.66091,10.85122,10.72331,10.87913,10.84917
UHM,10.44084,10.14372,10.18968,10.31697,10.29649,10.13383,10.17326,10.22151,10.27868,10.31209,10.1946,10.29892,10.27837,10.40516,10.24916,10.24199,10.16938,10.16953,10.18641,10.08965,10.20526,10.14917,10.24165,10.24326
MGST3,11.72343,12.0233,11.85828,11.94401,11.87778,11.99861,12.01612,12.05295,12.14951,11.92016,12.0635,12.15118,12.12342,12.1194,12.14547,12.11817,12.01947,11.81741,11.87639,11.98272,11.86583,11.98745,12.01517,11.96358
POGK,10.40938,10.38082,10.258,10.30435,10.54386,10.31905,10.21528,10.14073,10.33688,10.2609,10.36802,10.37621,10.55967,10.53786,10.33842,10.41378,10.30444,10.40171,10.34773,10.22781,10.58923,10.3706,10.46147,10.41044
SFT2D2,10.59772,10.50904,10.55457,10.64174,10.57088,10.49611,10.50796,10.52324,10.56245,11.08976,10.60497,10.59119,10.53677,10.62088,10.61958,10.7098,10.55829,11.01891,10.49827,10.42807,10.62752,10.55484,10.74648,10.72681
ATP1B1,10.53819,10.02652,10.32933,10.49772,10.27695,10.23538,10.43248,10.52757,10.5545,10.47966,10.50501,10.47527,10.49743,10.5209,10.37606,10.318,10.20315,10.33241,10.13103,10.22592,10.32384,10.15217,9.975792,10.15631
BAT2L2,11.47194,11.37184,11.46761,11.38296,11.61747,11.4053,11.49542,11.27456,11.38167,11.622,11.50836,11.49748,11.58616,11.51576,11.55913,11.48771,11.39007,11.72028,11.58996,11.45274,11.62076,11.48639,11.55539,11.52507
PRDX6,11.22353,11.16866,11.18455,11.20146,11.21772,11.17764,11.29979,11.07715,11.29476,11.2883,11.45883,11.49325,11.45627,11.4446,11.535,11.49286,11.25209,11.21133,11.30753,11.27814,11.33801,11.30857,11.41039,11.25403
RASAL2,10.20592,9.873266,10.14708,10.13861,9.975264,9.972161,10.23813,10.14827,10.1677,9.611996,10.0931,10.14054,9.912416,10.05212,10.06087,10.11899,10.17138,9.492317,10.17598,10.1483,9.862282,10.22638,10.25452,10.17374
CEP350,10.15831,9.939492,10.10026,10.01019,10.03494,9.925215,9.953733,9.912841,10.01358,10.08583,10.09627,10.01867,10.10274,10.05412,10.13389,9.977399,9.925973,10.06902,10.12609,9.811944,10.03495,9.922901,9.969595,10.07132
QSOX1,10.66341,10.5909,10.64475,10.60193,10.5253,10.57722,10.62597,10.48538,10.5994,10.33569,10.61321,10.68003,10.67572,10.63832,10.5728,10.59297,10.64519,10.33512,10.70569,10.60906,10.51918,10.70127,10.61477,10.62721
XPR1,10.34014,10.05206,10.34173,10.41268,10.14963,10.19522,10.37491,10.47596,10.42883,9.765125,10.41348,10.43483,10.30078,10.27907,10.46444,10.3914,10.29179,9.911779,10.28116,10.2002,10.1548,10.33725,10.32776,10.2921
MR1,11.12008,10.77465,11.04364,10.88996,10.84472,10.77863,11.03945,10.85644,11.00717,10.69091,10.95184,10.95808,10.79155,10.86273,10.85187,10.92447,10.91052,10.61175,10.93789,10.85054,10.62197,10.79718,11.03717,10.8316
RPS27A,11.2718,11.14376,11.22602,11.26178,11.28583,11.23532,11.15906,11.21377,11.41242,11.46094,11.41132,11.36364,11.40406,11.47296,11.39874,11.38879,11.26117,11.3709,11.37192,11.35411,11.39175,11.15771,11.16153,11.32312
PTPRC,11.17307,10.84923,10.97731,11.05915,10.83294,10.87865,11.08297,10.86654,10.74004,10.71606,10.73138,10.80599,10.68422,10.67992,10.73417,10.74084,10.78787,10.88363,10.73876,10.61808,10.58391,10.67552,10.79554,10.749
IPO9,10.45886,10.41881,10.43109,10.41266,10.43608,10.45652,10.46003,10.43678,10.26285,9.934793,10.36442,10.33624,10.43077,10.32642,10.33544,10.33138,10.50061,10.2847,10.37866,10.33525,10.36268,10.42278,10.4488,10.41856
BTG2,10.90827,11.13014,10.88585,10.87852,11.30385,11.09367,10.95042,10.91831,10.72798,11.35342,10.9222,11.00148,11.22886,10.8916,10.85827,10.90931,10.87613,11.63936,11.3401,11.1613,11.48012,11.19239,11.30691,11.18263
SRGAP2,10.45549,10.11994,10.29472,10.18254,10.25171,10.06591,10.27297,10.08675,9.979207,10.99164,9.903227,9.919952,9.94512,9.904122,9.870161,9.960334,10.1357,11.09864,10.16488,10.00654,10.0486,9.953432,10.13546,10.01667
IKBKE,9.614181,10.25309,9.821238,9.853205,10.35932,10.10221,9.89463,9.939048,9.867043,10.37957,10.0452,10.03591,10.41921,10.17642,9.998665,10.0929,10.0674,10.73442,10.42264,10.30749,10.72879,10.47361,10.2953,10.17347
CD46,10.96909,10.86288,10.93146,11.0338,10.90252,10.83204,10.88669,10.9373,11.02431,10.76157,10.97489,11.06424,10.96779,11.0531,11.05394,11.03892,10.97678,10.83853,10.98895,10.92777,10.97192,10.97614,11.04816,11.08722
